Date,Location / Operator,Aircraft Type / Registration,Fatalities
22-Aug-02,"Pokhara, Nepal
Shangri La Air","de Havilland Canada DHC-6-300 Twin Otter
9N-AFR",18/18(0)
29-Aug-02,"Near Ayan, Russia
Vostok Aviakompania","Antonov AN-28
RA-28932",16/16(0)
30-Aug-02,"Rio Branco, Brazil
Rico Taxi Aéreo","Embraer 120ER Brasilia
PT-WRQ",23/31(0)
14-Sep-02,"Paranapanema, Sao Paulo, Brazil
Total Air Lines","ATR 42-300
PT-MTS",2/2(0)
28-Sep-02,"Near Natashquan, Quebec, Canada
Deraps Aviation","de Havilland Canada DHC-3 Otter
C-FLGA",3/4(0)
1-Oct-02,"Vasco, India
Military - Indian Navy","Ilyushin IL-38 / Ilyushin IL-38
IN302 / IN304",12/12(5)
6-Nov-02,"Near Niederanven, Luxembourg
Luxair","Fokker 50
LX-LGB",20/22(0)
7-Nov-02,"Tarakan, Indonesia
Dirgantara Air Services","Britten-Norman BN-2A-21
PK-VIZ",7/10(0)
8-Nov-02,"Taos, New Mexico
Richmor Aviation","IAI 1124A Westwind
N61RS",2/2(0)
11-Nov-02,"Manila, Philippines
Laoag International Airlines","Fokker F27 Friendship 100
RP-C6888",19/34(0)
28-Nov-02,"Masai Mara Game Reserve, Kenya
Eagle Aviation","Let 410UVP-E20
5Y-ONT",1/20(0)
13-Dec-02,"Gohu Airstrip, Papua New Guinea
Island Airways Ltd.","Britten-Norman BN-2A-26 Islander
P2-CBB",8/8(0)
17-Dec-02,"Rockford, Illinois
Planemasters","Cessna 208B Caravan I Super Cargomaster
N277PM",1/1(0)
21-Dec-02,"Off Pachao Tao, Taiwan
Transasia Airways","Aérospatiale/Aeritalia ATR-72-202
B-22708",2/2(0)
23-Dec-02,"Near Isfanan, Iran
Aeromist-Kharkiv","Antonov AN-140
UR-14003",44/44(0)
26-Dec-02,"Curitiba, Brazil
Military - Brazilian Air Force","Embraer-110 C-95B Bandeirante
FAB-2292",3/16(0)
27-Dec-02,"Anjouan, Comoros Islands
Ocean Airlines","Let 410UVP
9XR-RB",1/16(0)
8-Jan-03,"Charlotte, North Carolina
US Air Express/Air Midwest","Beech BE-1900D
N233YV",21/21(0)
8-Jan-03,"Diyarbakir, Turkey
Turkish Airlines (THY)","BAe Avro RJ-100
TC-THG",75/80(0)
9-Jan-03,"Near Chachapoyas, Peru
TANS Airlines","Fokker 28 Fellowship 1000
OB-1396",46/46(0)
17-Jan-03,"Near Ndjolé, Gabon
Aerocom","Antonov 24B
ER-AFT",7/7(0)
24-Jan-03,"Busia, Kenya
African Commuter Services","Grumman G-159 Gulfstream I
5Y-EMJ",3/13(0)
31-Jan-03,"Baucau, East Timor
Euro Asia Aviation","Ilyushin II-76TD
RDPL-34141",6/6(0)
7-Feb-03,"Near Agadir, Morocco
Volare Aviation Enterprise","Antonov 12BP
UR-LIP",8/8(0)
10-Feb-03,"Tallinn, Estonia
Enimex","Antonov AN-28
ES-NOY",2/3(0)
16-Feb-03,"Ferguson, Kentucky
Air Taxi - Great Northern Aircraft Co.","Cessna 421
N421TJ",3/7(0)
19-Feb-03,"Near Shahdad, Iran
Military - Islamic Revolution's Guards Corps","Ilyushin Il-76MD
15-22",275/275(0)
20-Feb-03,"Near Kohat, Pakistan
Military - Pakistan Air Force","Fokker F-27 Friendship 200
10254",17/17(0)
1-Mar-03,"Near Barki, Russia
Private - Kabanov - skydiving","Let L-410UVP
FLARF-01032",11/25(0)
6-Mar-03,"Tamanrasset, Algeria
Air Algerie","Boeing B-737-2T4
7T-VEZ",102/103(0)
27-Mar-03,"Mulia, Indonesia
PT Air Regional","de Havilland Canada DHC-6 Twin Otter
PK-WAY",4/16(0)
28-Mar-03,"New Vienna, Iowa
Morris Hancock Flying Club - Charter","Beech A36
N1636W",3/3(0)
8-May-03,"Near Kinshasa, Congo
Ukrainian Cargo Airlines - Congolese Army Charter","Illyushin 76
UR-UCB",129/200(0)
26-May-03,"Near Macka, Turkey
Ukranian-Mediterranean Airlines","Yakovlev 42D
UR-42352",75/75(0)
28-May-03,"Talkeetna, Alaska
McKinley Air Service - Air Taxi","Cessna 185
N70176",4/4(0)
1-Jun-03,"Milan, Italy
Eurojet Italila","Gates Learjet 45
I-ERJC",2/2(0)
4-Jun-03,"Near Oiapoque, Brazil
Air Taxi - Marco Zero Air Taxi","EMB 721C Sertanejo
PT-EPH",5/5(0)
6-Jun-03,"Christchurch, New Zealand
Charter - Air Adventures New Zealand Ltd","Piper PA-31-350 Navajo Chieftain
ZK-NCA",8/10(0)
11-Jun-03,"Belo Horizonte, Brazil
Astro Air Taxi","Embraer 820C Navajo
PT-EHH",4/4(0)
15-Jun-03,"Volcano, Hawaii
Paradise Tour Helicopters","McDonnell Douglas 369D
N4493M",4/4(0)
22-Jun-03,"Near Brest, France
Brit Air","Canadair CRJ-100ER
F-GRJS",1/24(0)
25-Jun-03,"Near Rudshour, Iran
Military - Islamic Republic of Iran Air Force","Lockheed C-130 Hercules
?",7/7(0)
25-Jun-03,"Anchor Point, Alaska
Hallo Bay Air - Air Taxi","Cessna 180H
N91303",3/3(0)
26-Jun-03,"Near Rooisand Desert Ranch, Namibia
Comvac Aviation","Cessna 208B Grand Caravan
V5-CAS",4/4(0)
30-Jun-03,"Blida, Algeria
Military - Algerian Air Force","Lockheed C-130H Hercules
7T-WHQ",4/4(11)
1-Jul-03,"Belem, Para, Brazil
Heringer Air Taxi","Mitsubishi MU 2B 35
PT-LFX",4/4(0)
5-Jul-03,"Macaé, Rio de Janeiro, Brazil
BHS - Brazilian Helicopter Services","Sikorsky S 76 A
PT-YVM",5/5(0)
8-Jul-03,"Port Sudan, Sudan
Sudan Airways","Boeing 737-2J8C
ST-AFK",117/117(0)
13-Jul-03,"Off Treasure Cay, Bahamas
Air Sunshine","Cessna 402C
N314AB",2/10(0)
13-Jul-03,"Near San Cristobal, Venezuela
Ruiban & Duran Compania Aérea","Let 410UVP-E
YV-1060CP",4/10(0)
19-Jul-03,"Mount Kenya, Kenya
Ryan Blake Air Charter","Swearingen SA-226T Metro II
ZS-OYI",14/14(0)
23-Jul-03,"Waialeale,Kauai, Hawaii
Jack Harter Helicopters","Bell 206B
N37741",5/5(0)
4-Aug-03,"Groton, Connecticut
Jet Pro","Gates Learjet 35A
N135PT",2/2(0)
8-Aug-03,"Tocomita, Venezuela
Servicios Aeronauticos Sucre (SASCA)","Cessna 208B Grand Caravan
YV-1069C",1/16(0)
17-Aug-03,"Near Barrow, Alaska
Hageland Aviation Services Inc.","Reims Aviation 406
N6591L",2/2(0)
20-Aug-03,"Kamchatka Peninsula, Russia
Khalatyrka","Mi-8 helicopter
?",20/20(0)
24-Aug-03,"Cap Haitien, Haiti
Tropical Airways","Let 420UVP-E
HH-TAD",21/21(0)
26-Aug-03,"Off Hyannis, Massachusetts
US Airways Express","Beechcraft 1900D
N240CJ",2/2(0)
11-Sep-03,"Near Summer Beaver, Canada
Wasaya Airways","Cessna 208B Grand Caravan
C-FKAB",8/8(0)
19-Sep-03,"Del Rio, Texas
Ameristar Jet Charter","Learjet 25B
N666TW",1/2(0)
19-Sep-03,"Near La Quemada, Mexico
Military - Mexican Air Force","Lockheed C-130A Hercules
3603",6/6(0)
20-Sep-03,"Near Meadview, Arizona
Sundance Helicopters","Aerospatiale AS350BA
N270SH",7/7(0)
27-Sep-03,"Gaspé, Quebec, Canada
Les Ailes de Gaspé Inc.","Piper PA31-310
C-FARL",3/3(0)
3-Oct-03,"Off Waikanae, New Zealand
Air Freight New Zealand","Convair CV-580F
ZK-KFU",2/2(0)
3-Oct-03,"Sao Gabriel de Cachoeria
Air taxi - Rumo Notre Air Taxi","EMB 721C Sertanejo
PT-EBK",4/4(0)
11-Oct-03,"Uriman, Venezuela
Transmandu","Antonov AN-2TP
YV-1128C",1/2(0)
26-Oct-03,"Buenos Aires, Argentina
CATA Linea Aerea","Fairchild Hiller FH-227B
LV-MGV",5/5(0)
27-Oct-03,"Tampico, Mexico
Aeroextra","Hawker 800A
XA-ISH",3/3(0)
29-Oct-03,"Cody, Wyoming
FedEx","Cessna 208B Caravan I Super Cargomaster
N791FE",1/1(0)
2-Nov-03,"Near Hasi, Iraq
Military - U.S. Army","CH-47 Chinook
?",15/36(0)
8-Nov-03,"200 miles NE of Derby, Australia
Heliwork WA Pty Ltd. - Air Taxi","Robertson R44 helicopter
VH-YKL",4/4(0)
8-Nov-03,"Near Ogle, Guyana
Trans Guyana Airways","Shorts SC-7 Skyvan 3M Variant 100
8R-GMC",2/7(0)
15-Nov-03,"Mosul, Iraq
Military - U.S. Army","UH-60 Black Hawk / UH-60 Black Hawk
? / ?",17/22(0)
29-Nov-03,"Spokane, Washington
Ameriflight","Swearingen SA227AT Merlin IVC
N439AF",1/1(0)
29-Nov-03,"Boende, Congo
Military - Congolese Air Force","Antonov AN-26
9T-TAD",20/24(13)
16-Dec-03,"Jellicoe, Ontario, Canada
Huron Air","de Havilland DHC-3 Otter
C-GOFF",2/3(0)
18-Dec-03,"Mitu, Colombia
Líneas Aéreas Suramericanas","Douglas DC-9-15F
HK-4246X",3/3(0)
23-Dec-03,"Helendale, California
Pavair","Gates Learjet 24B
N600XJ",2/2(0)
25-Dec-03,"Cotonou, Benin
Union des Transports Aeriens de Guinee","Boeing B-727-223
3X-GDO",140/161(0)
3-Jan-04,"Off Sharm el Sheikh, Egypt
Flash Air","Boeing B-737-3Q8
SU-ZCF",148/148(0)
13-Jan-04,"Tashkent, Uzbekistan
Uzbekistan Airways","Yakovlev YAK-40
UK-87985",37/37(0)
6-Feb-04,"Bitonja, Bosnia-Herzegovina
Military - Government of Macedonia","Beechcraft Super King Air 200
Z3-BAB",9/9(0)
10-Feb-04,"Sharjah, United Arab Emirates
Kish Airlines","Fokker F-50
EP-LCA",43/46(0)
4-Mar-04,"Bakou, Azerbaijan Bakou, Azerbaijan
Azov Avia Airlines","Ilyushin II-76
UR-ZVA",3/7(0)
16-Mar-04,"Tonopah, Nevada
Military - United States Air Force","Beechcraft 1900C
N27RA",5/5(0)
21-Mar-04,"Pyote, Texas
Air Ambulance - Med-Trans Corp.","Bell 407
N502MT",4/5(0)
2-May-04,"Near Milpillas, Mexico
Procuradoria General de la Republica","Rockwell Gulfstream Jetprop 840
XC-JEH",7/7(0)
5-May-04,"Carepa, Colombia
Aerotransportes Petroleros","Swearingen SA227AC Metro III
HK-4275",3/7(0)
6-May-04,"Jiech, Sudan
Charter - Air Cush","Let 410UVP
9XR-DC",6/10(0)
11-May-04,"Dalang, Sudan
El Magal Aviation","Antonov AN-12
ST-SIG",7/7(0)
14-May-04,"Near Manaus, Brazil
Rico Linhas Aereas","Embraer 120ER Brasilia
PT-WRO",33/33(0)
18-May-04,"Urumqi, China
AZAL Cargo Company","Ilyushin II-76TD
4K-AZ27",7/7(0)
18-May-04,"Bozoy, Kazakhstan
Aray-Avia","PZL-Mielec AN-2R
UN-70276",1/12(0)
23-May-04,"Mwingi, Kenya
Blue Bird Aviation","Let 410UVP
5Y-VVD",2/2(0)
25-May-04,"Near Lukla, Nepal
Yeti Airlines","de Havilland DHC-6 Twin Otter 300
9N-AFD",3/3(0)
8-Jun-04,"Off Libreville, Gabon
Gabon Express","BAe HS-748-232 Srs 2A
TR-LFW",19/30(0)
28-Jun-04,"Near Yengema, Sierra Leone
United Nations - UTair Charter","Mi-8MTV-1
RA-27113",24/24(0)
12-Jul-04,"Off Beef Island, British Virgin Islands
Dodita Air Cargo","Convair CV-440
N4826C",1/2(0)
22-Jul-04,"Off Macaé , Rio de Janeiro , Brazil
BHS - Brazilian Helicopter Service Air Taxi","Sikorsky S 76
PP-MYM",6/11(0)
29-Jul-04,"Ononge, Papua New Guinea
Airlines of PNG","de Havilland DHC-6 Twin Otter 300
P2-MBA",2/3(0)
13-Aug-04,"Cincinnati, Ohio
Air Taroma","Convair CV-580
N586P",1/2(0)
21-Aug-04,"Near Maracay, Venezuela
Military - Venezuelan Air Force","Shorts 360
FAV-1652",25/25(0)
24-Aug-04,"Near Rostov-on-Don, Russia
Sibir Airlines","Tupolev 154B-2
RA-85556",46/46(0)
24-Aug-04,"Near Toula, Russia
Volga-Avia Express","Tupolev 134A-3
RA-65080",41/41(0)
27-Aug-04,"Near Mc Grath, Alaska
Mavrik Aire Transport","de Havilland DHC-3 Otter
N197TT",1/3(0)
9-Sep-04,"Villahermosa, Mexico
Jett Paqueteria SA","Rockwell CT-39A Sabreliner
XA-TFD",2/2(0)
11-Sep-04,"Off Mount Athos, Greece
Military - Greek Army","CH-47D Chinook
?",17/17(0)
29-Sep-04,"Tortuguero lagoon, Puerto Rico
Air Flamence","Pilatus-Britten Norman BN-2A-27 Islander
N902GD",1/1(0)
5-Oct-04,"Kaduqli, Sudan
Sarit Airlines","Antonov AN-12
ST-SAF",4/4(0)
14-Oct-04,"Halifax, Nova Scotia, Canada
MK Airlines","Boeing 747-244B-SF
9G-MKJ",7/7(0)
14-Oct-04,"Jefferson City, Missouri
Pinnacle Airlines/Northwest Airlink","Canadair CRJ200LR RegionalJet
N8396A",2/2(0)
15-Oct-04,"Near Medellin, Colombia
Aerovanguardia","Douglas DC-3C
HK-1503",3/3(0)
16-Oct-04,"Coron Island, Philippines
Pacific Air","Pilatus Britten-Norman BN-2A-21 Islander
RP-C1325",2/2(0)
19-Oct-04,"Near Kirksville, Missouri
Corporate Airlines (American Connection)","Bae Jetstream 3201
N875JX",13/15(0)
24-Oct-04,"San Diego, California
Med Flight Air Ambulance - Private","Learjet 35A
N30DK",5/5(0)
24-Oct-04,"Martinsville, Virginia
Private - Hendrick Motorsports Inc.","Beech 200 Super King Air
N501RH",10/10(0)
18-Nov-04,"Caracas, Venezuela
Venezolana","BAe 3101 Jetstream 31
YV-1083C",3/21(0)
21-Nov-04,"Baotou, Inner Mongolia, China
China Eastern Airlines","Bombardier CRJ200
B-3072",53/53(0)
22-Nov-04,"Houston, Texas
Business Jet Services","Grumman Gulfstream G3
N85VT",3/3(0)
27-Nov-04,"Near Bagram, Afghanstan
Presidental Airways Inc. - Air Taxi","CASA 212-CC
N960BW",6/6(0)
28-Nov-04,"Montrose, Colorado
Glow Air/Air Castle - Charter","Canadair CL-601-2A12 Challenger
N873G",3/6(0)
30-Nov-04,"Solo, Indonesia
Lion Air","McDonnell-Douglas MD-82
PK-LMN",25/163(0)
10-Dec-04,"El Junquito, Venezuela
Guardia Nacional de Venezuela","PZL-Mielec M28
GN-97121",16/16(0)
11-Dec-04,"Near Jeddah, Saudi Arabia
Airline Transport","Ilyushin II-76TD
ER-IBW",1/7(0)
11-Dec-04,"Uberaba, Brazil
NHR Táxi-Aéreo","Embraer EMB-110 Bandeirante
PT-WAK",2/2(1)
13-Jan-05,"Tura,Siberia, Russia
Tura Air Enterprise","Antonov AN-2
RA-62597",9/9(0)
13-Jan-05,"Manguipayan, Colombia
Military - Colombian government","Black Hawk helicopter
?",20/20(0)
13-Jan-05,"Keene, New Hampshire
AirNow","Embraer EMB-110 Bandeirante
N49BA",1/1(0)
26-Jan-05,"Rutbah, Iraq
Military - U.S. Marines","CH53E Sea Stallion
164536",31/31(0)
27-Jan-05,"Lasi, Hungary
Farnair Hungary","Let 410UVP-E4
HA-LAR",2/2(0)
30-Jan-05,"Near Al Taji, Iraq
Military - Royal Air Force","Lockheed Hercules C.1
XV179",10/10(0)
3-Feb-05,"Near Kabul, Afghanistan
Kam Air","Boeing B-737-200
EX-037",104/104(0)
3-Feb-05,"Near Khartoum, Sudan
Air West","Ilyushin 76TD
ST-EWB",7/7(0)
16-Feb-05,"Near Pueblo, Colorado
Circuit City Stores - Charter","Cessna 560 Citation V
N500AT",8/8(0)
22-Feb-05,"Bimin, Papua, New Guinea
Missionary Aviation Fellowship","de Havilland DHC-6 Twin Otter 300
P2-MFQ",2/13(0)
22-Feb-05,"Off Sarmi, Indonesia Sarmi, Indonesia
Indonesian National Police","CASA 212 Aviocar
P-2032 P-2032",15/18(0)
8-Mar-05,"Chrallave, Venezuela
Air Global","Cessna 500 Citation I
YV-21CP",2/2(0)
15-Mar-05,"Off Campbeltown, United Kingdom
Loganair","Pilatus-Britten Norman BN-2B-26 Islander
G-BOMG",2/2(0)
16-Mar-05,"Varandey, Russia
Regional Airlines","Antonov 24
RA-46489",28/52(0)
23-Mar-05,"Off Mwanza, Tanzania
Air Transport","Ilyushin IL-76TD
ER-IBR",8/8(0)
26-Mar-05,"El Embrujo, Providencia Island, Colombia
West Caribbean Airways","Let-410UVP-E
HK-4146",8/14(0)
31-Mar-05,"Near Rovie, Albania
Military - U.S. Air Force","Lockheed Hercules MC-130H
87-0127",9/9(0)
12-Apr-05,"Enarotali, Indonesia
GT Air","de Havilland Canada DHC-6 Twin Otter 100
PK-LTZ",18/18(0)
20-Apr-05,"Tehran, Iran
Saha Airline Services","Boeing B-707-3J9C
EP-SHE",3/169(0)
21-Apr-05,"Near Baghdad, Iraq
Military - Bulgarian","Mil Mi-8
?",11/11(0)
28-Apr-05,"Pisco, Peru
Military - Fuerza Del Peru","Let 410UVP
EP-830",13/13(0)
2-May-05,"Near Stratford, New Zealand
Airwork NZ","Swearingen SA.227AC Metro III
ZK-POA",2/2(0)
5-May-05,"Near Kisangani, Democratic Republic Congo
Kisangani Airlift","Antonov AN-26
EK-26060",10/11(0)
7-May-05,"Lockhart River, Queensland, Australia
Aero-Tropics","Swearingen SA-227AC Metro III
VH-TFU",15/15(0)
16-May-05,"El Portezulo, Argentina
Transportes Aereos Don Carlos - Charter","Beech 65-A80 Queenaire
CC-CFS",10/10(0)
18-May-05,"Mongu, Zambia
Military - Zambia Air Force","Yunshuji Y-12
AF-216",13/13(0)
25-May-05,"Walungu, Congo
Charter - Maniema Union (owner Victoria Air)","Antonov AN-12BP
9Q-CVG",27/27(0)
2-Jun-05,"Khartoom, Sudan
Marsland Aviation","Antonov AN-24B
ST-WAL",7/42(0)
16-Jul-05,"Baney, Equatorial Guinea
Ecuatair","Antonov AN-24B
3C-VQR",60/60(0)
2-Aug-05,"Toronto, Canada
Air France","Airbus A-340
F-GLZQ",0/309(0)
6-Aug-05,"Off Palermo, Italy
Tuninter","ATR-72-202
TS-LBB",16/39(0)
10-Aug-05,"Off Talinn, Estonia
Copterline","Sikorsky S-76C
OH-HCI",14/14(0)
14-Aug-05,"Near Grammatikos, Greece
Helios Airways","Boeing 737-31S
5B-DBY",121/121(0)
16-Aug-05,"Near La Cucharita, Venezuela
West Caribbean Airways","McDonnell Douglas MD-82
HK-4374X",160/160(0)
23-Aug-05,"Near Pucallpa, Peru
TANS Peru","Boeing B-737-244
OB-1809",40/98(0)
5-Sep-05,"Medan, Indonesia
Mandala Airlines","Boeing 737-230
PK-RIM",99/117(44)
5-Sep-05,"Isiro, Democtratic Republic Congo
Kavatshi Airlines","Antonov 26B
ER-AZT",11/11(0)
9-Sep-05,"Near Brazzaville, Congo
Air Kasai","Antonov AN-26A
9Q-CFD",14/14(0)
4-Oct-05,"Aru, Democratic Republic Cogo
Wimbi Dira Airways","Antonov 12V
9Q-CWC",2/100(0)
22-Oct-05,"Lisa, Nigeria
Bellview Airlines","Boeing B-737-2L9
5N-BFN",117/117(0)
6-Dec-05,"Tehran, Iran
Military - Islamic Republic of Iran Air Force","Lockheed C-130B Hercules
5-8512",94/94(14)
8-Dec-05,"Chicago, Illinois
Southwest Airlines","Boeing B-737-7H4
N471WN",0/103(1)
10-Dec-05,"Near Port Harcourt, Nigeria
Sosoliso Airlines","McDonnell DC-9-32
5N-BFD",108/110(0)
19-Dec-05,"Off Miami Beach, Florida
Chalk's Ocean Airways","Grumman G73T Turbo Mallard
N2969",20/20(0)
23-Dec-05,"Nardaran, Azerbaijan
Azerbaijan Airlines","Antonov AN-140-100
4K-AZ48",23/23(0)
2-Jan-06,"Near Karkov
Evolga","British Aerospace BAe-125-700A
P4-AOD",3/3(0)
7-Jan-06,"Near Tal Afar, Iraq
Military - US Army","UH-60L Black Hawk
91-26346",12/12(0)
8-Jan-06,"Bukalaza, Uganda
Service Air","Antonov 12
9Q-CIH",6/6(0)
9-Jan-06,"Near Orumiyeh, Iran
Military - Iranian Revolutionary Guard Corps Air Force","Dassault Falcon 20
15-2233",11/11(0)
19-Jan-06,"Near Telkibanya, Hungary
Military - Slovak Air Force","Antonov AN-24V
5605",42/43(0)
5-Feb-06,"Near Watertown, Wisconson
Air Cargo Carriers","Shorts 360-100 /Shorts 360-300
N3735W/N372AC",3/3(0)
8-Feb-06,"Near Paris, Tennessee
TriCoastal Air","Swearingen SA.226TC Metro II
N629EK",1/1(0)
31-Mar-06,"Rio Bonito, Brazil
Team Air","Let L410UVP-E20
PT-FSE",19/19(0)
10-Apr-06,"Marsabit, Kenya
Military - Kenya Air Force","Harbin Yunshuji Y-12-II
132",14/17(0)
23-Apr-06,"Kousséri, Cameroon
Military - Lybian Arab Air Force","Antonov 74TK-200
UR-74038",6/6(0)
24-Apr-06,"Lashkar Gah, Afghanistan
U.S. Government (leased)","Antonov AN-32B
ZS-PDV",2/16(3)
3-May-06,"Off Adler, Russia
Armavia","Airbus A320-211
EK-32009",113/113(0)
14-May-06,"La Ronge, Saskatchewan
Saskatchewan Government Northern Air Operations","Convair CV-580
C-GSKJ",1/3(0)
23-May-06,"Off São Tomé Island
Air São Tomé","de Havilland Canada DHC-6 Twin Otter 300
S9-BAL",4/4(0)
3-Jun-06,"Yaocun, China
Military - Chinese Air Force","KJ-2000
?",40/40(0)
11-Jun-06,"Abéché, Chad
Military - Chadian Air Force","Lockheed C-130 Hercules
TT-PAF",5/7(0)
21-Jun-06,"Jumla, Napal
Yeti Airlines","de Havilland Canada DHC-6 Twin Otter 300
9N-AEQ",9/9(0)
7-Jul-06,"Sake, Democratic Republic Congo
Mango Airlines","Antonov AN-12B
9Q-CVT",5/5(0)
9-Jul-06,"Irkutsk, Russia
Sibir (S7)","Airbus A-310-324ET
F-OGYP",125/203(0)
10-Jul-06,"Multan, Pakistan
Pakistan International Airlines","Fokker F-27 Friendship 200
AP-BAL",45/45(0)
27-Jul-06,"Afghanistan
Afghan Army","Mil Mi-8
?",17/17(0)
3-Aug-06,"Bukavu, Democratic Republic Congo
Tracep","Antonov AN-28
9Q-COM",17/17(0)
4-Aug-06,"Near Pownal, Vermont
AirNow","Embraer 110 Bandeirante
N59BA",1/1(0)
13-Aug-06,"Near Piacenza, Italy
Air Algerie","Lockheed L-100-30 Hercules
7T-VHG",3/3(0)
22-Aug-06,"Near Donetsk, Ukraine
Pulkovo Airlines","Tupolev Tu-154M
RA-85185",170/170(0)
27-Aug-06,"Lexington, Kentucky
Comair","Canadair CRJ-200ER
N431CA",49/50(0)
1-Sep-06,"Mahad, Iran
Iran Air Tours","Tupolev Tu-154M
EP-MCF",29/148(0)
2-Sep-06,"Near Kandahar, Afghanistan
Military - Royal Air Force","British Aerospace Nimrod MR-2
XV-230",14/14(0)
11-Sep-06,"Vladikavkaz, Russia
Military - Russian Army","Mi-8 helicopter
?",12/15(0)
17-Sep-06,"Vandeikya, Nigeria
Military - Nigerian Air Force","Dornier 228
NAF033",13/18(0)
29-Sep-06,"Near Sao Felix do Araguaia , Brazil
Gol Airlines / Private","Boeing B-737-8EH /EMB-135JB
PR-GTD / N600XL",154/161(0)
10-Oct-06,"Stord, Norway
Atlantic Airways","BAe 146-200
OY-CRG",4/16(0)
19-Oct-06,"Tashkent, Russia
Military - Russian Air Force/Uzbekistan Airways","Antonov An-2
UK-70152",15/15(0)
29-Oct-06,"Near Abuja, Nigeria
ADC Airlines","Boeing 737-2B7
5N-BFK",96/105(0)
17-Nov-06,"Puncak Jaya, Indonesia
Trigana Air Service","de Havilland Canada DHC-6 Twin Otter 300
PK-YPY",12/12(0)
18-Nov-06,"Near Leticia, Colombia
Aerosucre Colombia","Boeing 727-23F
HK-3667X",5/5(0)
27-Nov-06,"Tehran, Iran
Military - Iranian Revolutionary Guard Corps Air Force","Antonov 74T-200
15-2255",38/38(0)
10-Dec-06,"Cajon Pass, California
Air ambulance - Mercy Air Services","Bell 412
N410MA",3/3(0)
1-Jan-07,"Off Parepare, Indonesia
Adam Air","Boeing B-737-4Q8
PK-KKW",102/102(0)
9-Jan-07,"Near Balad Air Base, Iraq
Moldovan Aeriantur-M Air Cargo","Antonov 26B-100
ER-26068",34/35(0)
20-Jan-07,"Near Baghdad, Iraq
Military - US Army","Sikorsky UH-60L Black Hawk
?",12/12(0)
25-Jan-07,"Pau, France
Regional Compagnie Aerienne Europeenne","Fokker 100
F-GMPG",0/54(1)
7-Mar-07,"Yogyakarta, Indonesia
Garuda Indonesia Airlines","Boeing B-737-497
PK-GZC",22/140(0)
8-Mar-07,"Princeville, Hawaii
Heli-USA Airways","Aerospatiale AS350BA Rotocraft
N354NT",4/7(0)
11-Mar-07,"Hanea, Kauai, Hawaii
Inter-Island","Mc Donnell Douglas 369FF Rotocraft
N911VC",1/5(0)
14-Mar-07,"Fazenda Nossa Senhora de Lourdes, Brazil
Bahia Taxi Aéreo Bahia Taxi Aéreo Bahia Taxi Aéreo","Rockwell 500S Shrike Commander
PP-SEC",4/4(0)
17-Mar-07,"Samara, Russia
UTAir Airlines","Tuolev 134AK
RA-65021",6/57(0)
23-Mar-07,"Mogadishu, Somalia
Transaviaexport Airlines","Ilushin Il-76TD
EW-78849",11/11(0)
25-Apr-07,"Near Kopinang, Guyana
Air Services","Pilatus Britten Norman BN-2A-27 Islander
8R-GET",3/5(0)
27-Apr-07,"Shatoi, Chechnya
Military - Russian","Mi 8
?",18/18(0)
5-May-07,"Near Dizangue, Cameroon
Kenya Airways","Boeing B-737-8AL
5Y-KYA",114/114(0)
6-May-07,"Near El-Thamad, Egypt
Military - French Air Force","de Havilland Canada DHC-6 Twin Otter
742/CB",9/9(0)
17-May-07,"Walikale Airstrip, Congo
Safe Air Complany","Let 410UVP
TN-AHE",3/3(0)
24-May-07,"Near Pampa Hermosa, Peru
Military - Peruvian Air Force","de Havilland Canada DHC-6 Twin Otter 300
FAP-303",13/20(0)
3-Jun-07,"Freetown, Sierra Leone
Paramount Airlilnes","Mi-8
?",21/22(0)
4-Jun-07,"Near Milwaukee, Wisconson
University of Michigan Health System","Cessna 550 Citation II
N550BP",6/6(0)
13-Jun-07,"Selenge province, Mongolia
Mongolian Defense Ministry","Mi-8
?",15/22(0)
21-Jun-07,"Near Kamina, Congo
Karibu Airways","Let 410UVP
9Q-CEU",1/25(0)
25-Jun-07,"Near Sihanoukville, Cambodia
PMT Air","Antonov AN-24V
XU-U4A",22/22(0)
28-Jun-07,"M'Banza Congo, Angola
TAAG Angola Airlines","Boeing 737-2M2
D2-TBP",5/78(0)
5-Jul-07,"Culiacan, Mexico
Jett Paqueteria SA","North American CT-39A Sabreline
XA-TFL",3/3(6)
8-Jul-07,"Muncho Lake, British Columbia, Canada
Liard Air","de Havilland DHC-6 Twim Otter 100
C-FAWC",1/5(0)
17-Jul-07,"Sao Paulo, Brazil
TAM (Brazil)","Airbus A-320-233
PR-MBK",187/187(12)
23-Jul-07,"Near Shinile, Ethiopia
Djibouti Airlines","Antonov AN-26V
EX-030",1/9(0)
24-Jul-07,"Rudyerd Bay, Alaska
Taquan Air Service","de Havilland DHC-2 MK.1 Beaver
N995WA",5/5(0)
29-Jul-07,"Moscow, Russia
Atran","Antonov AN-12BP
RA-93912",9/9(0)
9-Aug-07,"Off Moorea, French Polynesia
Air Moorea","de Havilland Canada DHC-6 Twin Otter 300
F-OIQ",20/20(0)
16-Aug-07,"Near Ketchikan, Alaska
SeaWind Aviation","de Havilland Canada DHC-2 Beaver
N345KA",6/10(0)
20-Aug-07,"Okinawa, Japan
China Airlines","Boeing 737-809
B-18616",0/165(0)
